uvrstitev,startna_st,name,state,velocity_1,distance_1,SLO_1,GER_1,AUT_1,POL_1,JPN_1,NOR_1,FIN_1,CAN_1,KAZ_1,ITA_1,FRA_1,RUS_1,CZE_1,SUI_1,ROU_1,USA_1,KOR_1,SWE_1,gate_1,tocke_1,mesto_1,velocity_2,distance_2,SLO_2,GER_2,AUT_2,POL_2,JPN_2,NOR_2,FIN_2,CAN_2,KAZ_2,ITA_2,FRA_2,RUS_2,CZE_2,SUI_2,ROU_2,USA_2,KOR_2,SWE_2,gate_2,tocke_2,mesto_2,tocke,hill_size,k_point 
17.,30,ITO Daiki,JPN,87.8,128.0,,,18.0,,18.0,,18.5,,,,17.5,18.0,,,,,,,10,104.7,16.,87.2,119.5,,,17.5,,17.5,,17.5,,,,17.0,17.5,,,,,,,10,100.9,15.,205.6,137,123
18.,50,STOCH Kamil,POL,87.4,129.0,,,18.5,,18.0,,18.5,,,,18.5,18.0,,,,,,,10,113.6,10.,87.6,120.0,,,14.5,,15.5,,16.5,,,,16.5,17.5,,,,,,,10,91.5,21.,205.1,137,123
19.,46,HAYBOECK Michael,AUT,88.0,132.5,,,18.5,,19.0,,18.5,,,,18.5,18.5,,,,,,,10,119.6,6.,87.7,109.5,,,16.5,,16.5,,16.5,,,,16.0,17.0,,,,,,,10,84.8,26.,204.4,137,123
20.,22,SCHIFFNER Markus,AUT,87.5,128.5,,,18.0,,17.5,,18.0,,,,18.0,17.5,,,,,,,10,109.1,14.,87.4,115.5,,,17.0,,17.0,,17.0,,,,16.5,17.0,,,,,,,10,90.8,22.,199.9,137,123
21.,16,BICKNER Kevin,USA,87.6,130.0,,,16.5,,16.5,,17.0,,,,17.0,17.5,,,,,,,10,99.8,21.,87.9,122.5,,,16.5,,17.5,,17.0,,,,18.0,17.5,,,,,,,10,98.7,17.,198.5,137,123
22.,32,JOHANSSON Robert,NOR,88.1,122.0,,,18.0,,17.0,,17.5,,,,17.5,17.5,,,,,,,10,99.4,22.,87.8,117.5,,,17.0,,17.5,,16.5,,,,16.0,17.0,,,,,,,10,95.4,20.,194.8,137,123
23.,34,KUBACKI Dawid,POL,87.8,117.5,,,16.5,,17.0,,17.0,,,,17.0,17.5,,,,,,,10,92.2,29.,87.8,119.5,,,16.5,,17.5,,17.0,,,,17.0,17.5,,,,,,,10,96.9,19.,189.1,137,123
24.,14,LANISEK Anze,SLO,87.0,121.5,,,18.0,,17.5,,18.0,,,,17.5,17.5,,,,,,,10,102.0,19.,87.2,113.0,,,18.0,,17.0,,17.5,,,,16.5,17.0,,,,,,,10,86.3,24.,188.3,137,123
25.,5,KOBAYASHI Junshiro,JPN,86.8,121.5,,,17.0,,17.0,,17.5,,,,17.0,17.0,,,,,,,10,96.3,23.,86.8,113.0,,,16.5,,17.0,,17.0,,,,16.0,17.0,,,,,,,10,85.6,25.,181.9,137,123
26.,15,SEMENIC Anze,SLO,87.3,118.0,,,17.0,,17.5,,17.5,,,,17.0,17.0,,,,,,,10,89.8,30.,87.8,116.5,,,17.0,,17.5,,17.0,,,,17.0,17.5,,,,,,,10,90.3,23.,180.1,137,123
27.,13,LARINTO Ville,FIN,87.5,117.0,,,17.0,,17.0,,17.5,,,,17.0,17.0,,,,,,,10,93.6,27.,87.5,109.0,,,16.5,,17.0,,17.5,,,,16.0,17.0,,,,,,,10,80.4,27.,174.0,137,123
28.,20,BOYD-CLOWES Mackenzie,CAN,87.2,119.5,,,17.5,,17.5,,17.0,,,,17.0,17.5,,,,,,,10,93.8,26.,87.4,113.0,,,17.0,,17.0,,17.0,,,,16.0,17.0,,,,,,,10,78.5,28.,172.3,137,123
29.,9,ROMASHOV Alexey,RUS,87.0,123.0,,,15.5,,16.5,,16.5,,,,16.5,16.5,,,,,,,10,94.8,25.,87.5,108.0,,,14.0,,16.0,,15.5,,,,14.5,15.5,,,,,,,10,75.7,29.,170.5,137,123
30.,2,IWASA Yuken,JPN,86.9,127.5,,,18.0,,18.0,,18.0,,,,17.0,17.5,,,,,,,10,102.3,18.,87.0,101.5,,,16.5,,16.5,,16.5,,,,15.5,16.0,,,,,,,10,65.2,30.,167.5,137,123
1.,63,STOCH Kamil,POL,86.9,137.5,,,19.0,,19.0,,19.0,,,,19.5,19.0,,,,,,,9,130.6,2.,86.6,140.0,,,19.0,,19.0,,19.0,,,,19.0,19.0,,,,,,,8,132.1,1.,262.7,137,123
2.,58,WELLINGER Andreas,GER,87.4,140.5,,,18.5,,18.5,,18.5,,,,18.5,19.0,,,,,,,9,131.9,1.,87.3,132.0,,,16.5,,18.0,,17.0,,,,17.5,18.0,,,,,,,8,123.4,5.,255.3,137,123
3.,61,KRAFT Stefan,AUT,86.6,132.0,,,18.0,,18.5,,18.0,,,,18.5,18.5,,,,,,,9,118.9,5.,86.7,144.0,,,17.5,,18.5,,18.5,,,,19.0,18.0,,,,,,,9,130.7,2.,249.6,137,123
4.,59,KOT Maciej,POL,87.2,133.0,,,18.5,,19.0,,19.0,,,,18.5,18.5,,,,,,,9,121.9,3.,86.4,138.0,,,19.5,,19.5,,19.5,,,,18.5,19.0,,,,,,,8,122.8,6.,244.7,137,123
5.,62,TANDE Daniel Andre,NOR,87.6,138.0,,,17.5,,17.5,,16.0,,,,17.0,17.5,,,,,,,9,118.8,6.,87.6,142.0,,,14.5,,17.0,,15.0,,,,16.5,16.5,,,,,,,9,124.1,4.,242.9,137,123
6.,53,PREVC Peter,SLO,87.0,132.0,,,18.0,,18.5,,18.5,,,,18.0,18.5,,,,,,,9,112.8,9.,87.1,138.0,,,18.5,,18.5,,18.5,,,,18.0,19.0,,,,,,,9,126.5,3.,239.3,137,123
7.,45,JOHANSSON Robert,NOR,87.4,133.0,,,18.5,,18.5,,18.0,,,,18.5,18.5,,,,,,,9,119.8,4.,86.7,128.5,,,17.5,,18.0,,18.0,,,,17.5,18.0,,,,,,,8,109.8,7.,229.6,137,123
8.,43,ITO Daiki,JPN,87.0,128.0,,,17.5,,18.0,,18.0,,,,18.0,18.0,,,,,,,9,111.2,10.,86.7,128.0,,,18.0,,18.5,,18.5,,,,18.0,18.0,,,,,,,9,105.5,11.,216.7,137,123
9.,55,EISENBICHLER Markus,GER,86.9,134.0,,,18.0,,18.5,,18.0,,,,18.0,19.0,,,,,,,9,114.8,7.,86.8,136.0,,,12.0,,11.5,,10.0,,,,11.5,10.5,,,,,,,9,100.5,13.,215.3,137,123
10.,50,DESCOMBES SEVOIE Vincent,FRA,86.7,129.5,,,17.5,,18.0,,18.0,,,,18.0,18.0,,,,,,,9,106.3,13.,87.0,127.0,,,17.5,,18.5,,18.5,,,,18.0,18.0,,,,,,,9,107.9,8.,214.2,137,123
11.,51,STJERNEN Andreas,NOR,87.0,130.5,,,17.5,,17.5,,18.0,,,,17.5,17.5,,,,,,,9,108.1,12.,87.2,130.0,,,18.0,,18.0,,18.5,,,,17.0,18.0,,,,,,,9,105.9,10.,214.0,137,123
12.,54,ZYLA Piotr,POL,86.8,121.0,,,17.5,,17.5,,17.5,,,,17.5,17.5,,,,,,,9,99.3,19.,87.2,125.5,,,17.5,,17.5,,18.0,,,,18.0,17.0,,,,,,,9,106.5,9.,205.8,137,123
13.,36,TAKEUCHI Taku,JPN,86.4,127.0,,,18.0,,18.0,,18.0,,,,18.5,18.0,,,,,,,9,101.9,17.,86.8,124.0,,,18.0,,18.0,,18.0,,,,18.5,17.5,,,,,,,9,103.1,12.,205.0,137,123
14.,33,AMMANN Simon,SUI,86.9,125.5,,,16.5,,17.0,,17.5,,,,17.5,17.5,,,,,,,9,102.2,16.,86.9,116.5,,,17.0,,17.5,,17.0,,,,17.0,17.0,,,,,,,9,93.1,17.,195.3,137,123
15.,56,FETTNER Manuel,AUT,86.1,128.0,,,17.5,,18.0,,18.0,,,,18.0,18.0,,,,,,,9,113.1,8.,86.5,109.0,,,15.5,,16.0,,16.0,,,,15.0,17.0,,,,,,,9,80.9,22.,194.0,137,123
16.,48,GEIGER Karl,GER,87.3,125.0,,,17.5,,17.5,,18.0,,,,17.5,17.5,,,,,,,9,103.1,15.,87.2,115.0,,,16.0,,17.0,,16.5,,,,17.0,17.0,,,,,,,9,86.3,20.,189.4,137,123
17.,20,KOBAYASHI Junshiro,JPN,86.9,131.0,,,18.0,,18.5,,18.0,,,,18.0,18.0,,,,,,,9,109.1,11.,86.3,110.0,,,16.5,,17.0,,17.0,,,,16.0,17.0,,,,,,,9,79.9,23.,189.0,137,123
18.,32,KORNILOV Denis,RUS,86.9,117.0,,,16.5,,17.0,,16.0,,,,16.5,16.5,,,,,,,9,89.2,25.,86.7,126.5,,,17.0,,17.0,,18.0,,,,18.0,18.0,,,,,,,9,98.3,14.,187.5,137,123
19.,30,WANK Andreas,GER,87.5,121.0,,,16.5,,17.5,,17.0,,,,17.0,17.5,,,,,,,9,90.3,23.,87.8,118.5,,,16.5,,16.5,,17.0,,,,17.0,17.0,,,,,,,9,94.6,15.,184.9,137,123
20.,60,PREVC Domen,SLO,86.8,120.0,,,17.0,,17.5,,17.0,,,,16.5,17.0,,,,,,,9,93.7,20.,86.4,119.0,,,15.5,,17.0,,16.5,,,,16.0,17.0,,,,,,,9,90.9,18.,184.6,137,123
21.,21,AIGNER Clemens,AUT,86.8,119.5,,,17.0,,17.0,,16.5,,,,17.0,17.5,,,,,,,9,85.0,29.,86.7,120.5,,,17.0,,17.0,,17.5,,,,17.5,17.5,,,,,,,9,93.6,16.,178.6,137,123
22.,12,HUBER Stefan,AUT,86.7,124.5,,,17.5,,17.5,,17.5,,,,18.0,17.5,,,,,,,9,99.5,18.,86.9,116.0,,,17.0,,17.0,,16.5,,,,16.5,17.0,,,,,,,9,77.8,24.,177.3,137,123
23.,7,DESCHWANDEN Gregor,SUI,86.3,117.0,,,16.5,,16.5,,16.5,,,,16.5,17.0,,,,,,,9,85.6,27.,86.2,118.0,,,16.0,,17.0,,17.0,,,,17.0,17.0,,,,,,,9,88.2,19.,173.8,137,123
24.,39,DAMJAN Jernej,SLO,86.2,118.5,,,17.0,,17.5,,17.0,,,,17.5,17.0,,,,,,,9,84.9,30.,86.3,114.5,,,16.5,,17.0,,17.0,,,,16.5,17.5,,,,,,,9,82.0,21.,166.9,137,123
25.,18,ROMASHOV Alexey,RUS,86.2,128.5,,,17.5,,18.0,,17.5,,,,18.0,18.0,,,,,,,9,103.9,14.,86.5,103.0,,,14.5,,15.0,,14.5,,,,15.0,15.5,,,,,,,9,58.0,28.,161.9,137,123
26.,19,GRANERUD Halvor Egner,NOR,86.3,120.5,,,17.5,,17.0,,17.0,,,,17.5,17.0,,,,,,,9,86.6,26.,86.5,108.0,,,16.5,,16.0,,16.5,,,,16.0,16.5,,,,,,,9,72.0,26.,158.6,137,123
27.,29,BICKNER Kevin,USA,86.6,115.0,,,15.5,,15.5,,16.0,,,,16.0,16.5,,,,,,,9,85.6,27.,86.8,110.5,,,15.5,,16.0,,16.0,,,,16.5,16.5,,,,,,,9,72.4,25.,158.0,137,123
28.,57,HAYBOECK Michael,AUT,87.4,115.0,,,17.5,,17.0,,17.0,,,,16.0,17.0,,,,,,,9,89.5,24.,87.6,101.5,,,14.0,,15.0,,14.0,,,,14.0,15.5,,,,,,,9,60.1,27.,149.6,137,123
29.,15,GLASDER Michael,USA,86.6,119.5,,,17.0,,17.5,,17.0,,,,17.0,17.0,,,,,,,9,90.9,21.,87.0,98.5,,,15.5,,16.0,,15.5,,,,16.0,16.5,,,,,,,9,56.4,29.,147.3,137,123
30.,37,JANDA Jakub,CZE,86.6,122.5,,,18.0,,17.5,,17.5,,,,17.5,17.5,,,,,,,9,90.6,22.,86.5,94.0,,,14.0,,15.0,,14.5,,,,14.5,15.0,,,,,,,9,50.1,30.,140.7,137,123
1.,49,KRAFT Stefan,AUT,89.6,138.0,,18.5,18.0,,18.5,18.0,,,,,,,,,,,18.5,,20,148.4,1.,89.6,137.5,,18.5,18.5,,18.5,19.0,,,,,,,,,,,19.0,,20,145.1,1.,293.5,140,125
2.,45,WELLINGER Andreas,GER,90.7,136.0,,18.5,18.0,,18.5,18.5,,,,,,,,,,,18.0,,22,136.8,2.,90.1,136.0,,18.5,18.5,,18.5,18.5,,,,,,,,,,,18.5,,20,143.0,2.,279.8,140,125
3.,50,STOCH Kamil,POL,89.2,126.5,,18.0,18.5,,18.0,18.0,,,,,,,,,,,18.0,,20,128.5,4.,88.9,134.0,,18.5,19.0,,19.0,19.0,,,,,,,,,,,18.5,,20,139.7,3.,268.2,140,125
4.,12,LANISEK Anze,SLO,90.3,130.0,,17.0,17.5,,17.5,17.5,,,,,,,,,,,17.5,,22,122.8,10.,90.3,139.5,,16.5,18.0,,17.5,17.0,,,,,,,,,,,17.5,,22,134.0,5.,256.8,140,125
5.,32,LEYHE Stephan,GER,90.5,130.5,,18.0,18.0,,17.5,18.0,,,,,,,,,,,18.0,,22,121.2,13.,90.4,139.5,,18.5,19.0,,18.5,18.5,,,,,,,,,,,19.0,,22,135.5,4.,256.7,140,125
6.,48,TANDE Daniel Andre,NOR,90.1,132.5,,18.0,17.5,,18.0,18.0,,,,,,,,,,,17.5,,20,131.2,3.,89.9,126.5,,17.0,17.0,,17.0,17.5,,,,,,,,,,,17.0,,20,123.4,9.,254.6,140,125
7.,46,KOT Maciej,POL,90.3,131.0,,18.5,18.0,,18.5,18.0,,,,,,,,,,,17.5,,22,125.6,6.,89.7,127.0,,17.5,17.0,,17.5,18.0,,,,,,,,,,,17.5,,20,126.9,7.,252.5,140,125
8.,44,HAYBOECK Michael,AUT,90.6,132.0,,19.0,18.5,,18.5,18.5,,,,,,,,,,,18.0,,22,128.5,4.,89.7,129.0,,18.5,18.5,,18.5,18.5,,,,,,,,,,,17.5,,20,122.7,10.,251.2,140,125
9.,36,GEIGER Karl,GER,90.6,131.0,,18.5,17.5,,18.0,18.0,,,,,,,,,,,17.0,,22,124.6,7.,90.0,123.0,,17.5,17.5,,17.5,17.5,,,,,,,,,,,17.0,,20,120.6,14.,245.2,140,125
10.,33,JOHANSSON Robert,NOR,90.3,129.0,,17.5,17.5,,17.0,17.0,,,,,,,,,,,17.0,,22,122.8,10.,89.9,123.5,,17.5,18.0,,17.5,17.0,,,,,,,,,,,17.0,,20,121.8,13.,244.6,140,125
11.,40,FREITAG Richard,GER,90.1,126.5,,17.5,17.0,,17.5,17.5,,,,,,,,,,,17.0,,22,114.5,25.,90.0,133.0,,18.5,18.0,,18.5,18.5,,,,,,,,,,,17.5,,22,128.5,6.,243.0,140,125
12.,37,KLIMOV Evgeniy,RUS,90.4,125.0,,17.5,17.5,,17.0,17.5,,,,,,,,,,,17.5,,22,115.1,22.,90.0,132.0,,18.0,18.0,,17.5,17.5,,,,,,,,,,,17.0,,22,124.7,8.,239.8,140,125
13.,41,PREVC Peter,SLO,89.5,131.5,,18.5,18.0,,18.5,18.0,,,,,,,,,,,17.5,,22,123.6,9.,89.2,122.5,,17.5,17.5,,17.5,18.0,,,,,,,,,,,17.0,,20,115.7,19.,239.3,140,125
14.,43,FETTNER Manuel,AUT,89.7,127.0,,17.5,17.0,,17.5,17.5,,,,,,,,,,,17.5,,22,117.5,20.,90.0,129.0,,17.5,18.0,,18.0,18.0,,,,,,,,,,,17.5,,22,119.8,15.,237.3,140,125
15.,14,AIGNER Clemens,AUT,89.6,133.0,,18.0,18.0,,18.0,17.5,,,,,,,,,,,17.5,,22,122.0,12.,89.8,128.0,,18.0,18.0,,17.5,18.0,,,,,,,,,,,17.5,,22,114.9,20.,236.9,140,125
16.,26,TAKEUCHI Taku,JPN,89.5,129.0,,18.0,18.0,,18.0,18.0,,,,,,,,,,,18.0,,22,119.4,17.,90.1,126.0,,17.5,18.0,,17.5,17.5,,,,,,,,,,,17.5,,22,117.3,17.,236.7,140,125
17.,47,PREVC Domen,SLO,89.6,129.0,,17.5,17.5,,17.5,17.0,,,,,,,,,,,17.5,,22,119.5,16.,89.8,126.5,,17.0,17.5,,17.5,17.5,,,,,,,,,,,17.0,,22,114.4,21.,233.9,140,125
18.,39,STJERNEN Andreas,NOR,90.4,129.5,,18.0,18.0,,18.0,18.0,,,,,,,,,,,18.0,,22,121.1,14.,90.3,126.0,,17.5,17.5,,17.0,17.5,,,,,,,,,,,17.5,,22,112.0,22.,233.1,140,125
19.,35,KUBACKI Dawid,POL,90.4,124.0,,17.5,17.0,,17.5,17.0,,,,,,,,,,,17.0,,22,109.7,28.,90.2,130.5,,17.5,17.5,,17.5,17.5,,,,,,,,,,,17.0,,22,121.9,12.,231.6,140,125
20.,38,DESCOMBES SEVOIE Vincent,FRA,89.7,125.5,,17.0,16.5,,17.0,16.5,,,,,,,,,,,17.0,,22,112.4,26.,89.8,130.0,,18.0,17.5,,18.0,18.0,,,,,,,,,,,17.5,,22,118.3,16.,230.7,140,125
21.,31,KASAI Noriaki,JPN,89.6,130.0,,18.0,18.0,,18.0,18.0,,,,,,,,,,,17.0,,22,120.7,15.,89.6,120.0,,17.5,17.5,,17.0,17.5,,,,,,,,,,,17.0,,22,107.8,27.,228.5,140,125
22.,23,SCHIFFNER Markus,AUT,89.8,128.5,,17.5,17.5,,17.5,17.5,,,,,,,,,,,16.5,,22,111.9,27.,90.1,128.0,,17.5,18.0,,17.0,17.5,,,,,,,,,,,17.5,,22,116.4,18.,228.3,140,125
23.,6,GRANERUD Halvor Egner,NOR,89.7,131.0,,18.0,17.0,,17.5,17.5,,,,,,,,,,,17.5,,22,119.4,17.,89.9,123.5,,17.5,17.0,,17.5,17.0,,,,,,,,,,,17.0,,22,108.4,26.,227.8,140,125
24.,27,DAMJAN Jernej,SLO,89.0,123.0,,18.0,17.5,,17.5,17.0,,,,,,,,,,,17.0,,22,105.3,30.,89.6,130.0,,18.0,18.0,,18.0,18.5,,,,,,,,,,,17.5,,22,122.0,11.,227.3,140,125
25.,20,WANK Andreas,GER,90.7,134.0,,18.0,17.5,,18.0,18.0,,,,,,,,,,,18.0,,22,124.2,8.,90.1,119.5,,16.5,16.5,,17.0,17.0,,,,,,,,,,,16.5,,20,102.6,28.,226.8,140,125
26.,25,AMMANN Simon,SUI,90.0,127.0,,17.5,17.0,,17.0,16.5,,,,,,,,,,,17.5,,22,114.8,24.,90.1,125.0,,17.0,17.0,,17.0,17.0,,,,,,,,,,,17.5,,22,110.1,24.,224.9,140,125
27.,42,ZYLA Piotr,POL,89.7,125.0,,18.0,17.5,,17.0,18.0,,,,,,,,,,,17.5,,22,115.4,21.,89.6,122.5,,17.5,17.5,,17.5,17.5,,,,,,,,,,,17.0,,22,108.9,25.,224.3,140,125
28.,9,HUBER Stefan,AUT,89.7,128.0,,17.5,17.5,,17.5,17.0,,,,,,,,,,,16.5,,22,109.4,29.,89.8,125.5,,17.5,18.0,,17.5,18.0,,,,,,,,,,,17.0,,22,111.7,23.,221.1,140,125
29.,30,KOUDELKA Roman,CZE,89.6,132.5,,19.0,18.0,,18.5,18.0,,,,,,,,,,,18.0,,22,119.3,19.,89.7,119.5,,16.0,16.5,,16.5,16.5,,,,,,,,,,,17.0,,22,99.2,30.,218.5,140,125
30.,29,ZIOBRO Jan,POL,89.5,129.5,,18.5,17.0,,18.0,17.5,,,,,,,,,,,17.5,,22,115.1,22.,89.6,121.5,,17.0,16.5,,17.0,16.5,,,,,,,,,,,16.5,,22,101.8,29.,216.9,140,125
1.,55,KOT Maciej,POL,83.7,108.5,,19.0,18.5,,18.5,18.5,,,,,,,,,,,18.5,,14,125.1,4.,83.9,110.5,,18.5,19.0,,19.0,18.5,,,,,,,,,,,18.5,,14,131.1,1.,256.2,109,98
2.,59,KRAFT Stefan,AUT,83.0,106.0,,19.0,19.0,,18.5,18.5,,,,,,,,,,,18.0,,13,125.4,3.,83.8,107.0,,18.0,18.5,,18.5,18.0,,,,,,,,,,,18.5,,14,126.8,3.,252.2,109,98
3.,56,WELLINGER Andreas,GER,83.9,99.0,,18.0,17.5,,18.0,18.0,,,,,,,,,,,18.0,,14,110.1,16.,84.0,112.0,,19.0,19.0,,19.0,19.0,,,,,,,,,,,18.5,,14,130.7,2.,240.8,109,98
4.,51,PREVC Peter,SLO,83.6,109.0,,19.0,19.0,,19.0,19.0,,,,,,,,,,,18.5,,14,128.2,1.,83.6,102.0,,17.0,17.0,,17.5,17.5,,,,,,,,,,,18.0,,14,111.8,12.,240.0,109,98
5.,58,TANDE Daniel Andre,NOR,84.3,111.5,,18.5,19.0,,19.0,19.0,,,,,,,,,,,18.0,,14,125.6,2.,84.4,104.5,,18.5,18.5,,18.0,18.0,,,,,,,,,,,18.0,,14,113.2,9.,238.8,109,98
6.,60,STOCH Kamil,POL,82.9,100.0,,16.5,16.5,,17.0,17.0,,,,,,,,,,,17.0,,13,107.3,18.,83.5,107.5,,17.0,17.0,,17.5,17.0,,,,,,,,,,,17.0,,14,124.4,4.,231.7,109,98
7.,47,KLIMOV Evgeniy,RUS,83.7,107.0,,18.5,18.5,,18.0,18.0,,,,,,,,,,,17.0,,14,113.0,14.,83.9,106.0,,16.5,18.0,,18.0,18.0,,,,,,,,,,,16.0,,14,117.5,6.,230.5,109,98
8.,44,KUBACKI Dawid,POL,83.8,101.5,,18.0,18.0,,17.5,17.5,,,,,,,,,,,17.5,,14,114.6,11.,84.3,105.5,,18.5,18.0,,18.0,18.0,,,,,,,,,,,17.0,,14,113.7,8.,228.3,109,98
9.,28,WANK Andreas,GER,84.6,102.0,,18.0,18.0,,17.5,18.0,,,,,,,,,,,18.0,,14,113.7,13.,84.8,103.0,,18.0,18.0,,18.0,17.5,,,,,,,,,,,16.5,,14,112.6,10.,226.3,109,98
10.,43,JOHANSSON Robert,NOR,83.5,102.5,,17.0,17.5,,17.5,17.5,,,,,,,,,,,17.0,,14,106.8,20.,83.9,111.5,,16.5,15.5,,17.0,15.0,,,,,,,,,,,14.5,,14,117.8,5.,224.6,109,98
11.,40,KOUDELKA Roman,CZE,83.7,98.0,,17.5,17.5,,17.5,17.5,,,,,,,,,,,17.5,,14,107.4,17.,83.4,103.5,,18.0,18.5,,18.0,18.5,,,,,,,,,,,18.0,,14,114.5,7.,221.9,109,98
12.,45,LEYHE Stephan,GER,84.0,101.0,,17.5,17.0,,17.5,17.5,,,,,,,,,,,17.5,,14,106.2,22.,84.0,102.0,,18.0,18.0,,17.5,17.5,,,,,,,,,,,17.5,,14,112.6,10.,218.8,109,98
13.,54,HAYBOECK Michael,AUT,84.2,99.5,,18.0,18.5,,17.5,18.0,,,,,,,,,,,19.0,,14,107.2,19.,84.1,104.5,,17.5,18.5,,17.5,17.0,,,,,,,,,,,17.0,,14,110.7,16.,217.9,109,98
14.,31,LANISEK Anze,SLO,83.9,109.0,,18.5,19.5,,18.5,18.5,,,,,,,,,,,19.0,,14,121.7,5.,83.8,92.0,,17.0,17.5,,17.5,18.0,,,,,,,,,,,17.5,,14,95.7,24.,217.4,109,98
15.,26,AIGNER Clemens,AUT,83.6,108.0,,18.5,18.5,,18.0,18.0,,,,,,,,,,,17.5,,14,118.5,7.,83.6,94.5,,17.0,17.0,,17.0,17.0,,,,,,,,,,,17.0,,14,98.5,21.,217.0,109,98
16.,19,GRANERUD Halvor Egner,NOR,83.6,102.5,,18.0,17.5,,18.0,17.5,,,,,,,,,,,17.5,,14,105.4,24.,83.6,104.5,,18.0,18.0,,18.0,18.0,,,,,,,,,,,17.5,,14,111.0,15.,216.4,109,98
17.,49,STJERNEN Andreas,NOR,84.0,100.5,,17.0,17.0,,16.5,17.0,,,,,,,,,,,17.0,,14,104.8,25.,84.0,102.5,,18.5,18.0,,18.0,17.5,,,,,,,,,,,17.5,,14,111.1,14.,215.9,109,98
18.,52,ZYLA Piotr,POL,83.7,106.5,,18.5,18.0,,18.0,18.5,,,,,,,,,,,18.5,,14,115.5,10.,83.2,96.5,,17.0,16.5,,17.0,17.0,,,,,,,,,,,16.5,,14,97.5,23.,213.0,109,98
19.,29,KORNILOV Denis,RUS,83.4,99.5,,17.0,16.5,,16.5,17.0,,,,,,,,,,,17.0,,14,101.6,28.,83.0,106.0,,18.0,18.5,,18.0,18.0,,,,,,,,,,,17.5,,14,111.3,13.,212.9,109,98
20.,53,FETTNER Manuel,AUT,83.4,97.0,,17.5,17.5,,17.5,17.5,,,,,,,,,,,17.5,,14,102.7,26.,83.4,105.0,,18.0,18.0,,18.0,18.0,,,,,,,,,,,17.5,,14,110.1,17.,212.8,109,98
21.,37,TAKEUCHI Taku,JPN,83.6,104.0,,18.0,18.5,,18.0,18.0,,,,,,,,,,,18.0,,14,112.9,15.,83.4,93.0,,17.0,17.5,,17.0,17.5,,,,,,,,,,,18.0,,14,95.1,25.,208.0,109,98
22.,14,ROMASHOV Alexey,RUS,83.3,102.0,,16.0,15.0,,16.5,15.5,,,,,,,,,,,16.0,,14,99.7,29.,83.4,103.0,,18.0,17.5,,17.5,17.5,,,,,,,,,,,18.0,,14,105.6,18.,205.3,109,98
23.,36,DAMJAN Jernej,SLO,83.2,102.0,,18.0,18.0,,17.5,18.0,,,,,,,,,,,17.5,,14,106.4,21.,83.2,97.0,,17.0,17.0,,17.0,17.0,,,,,,,,,,,17.5,,14,98.8,20.,205.2,109,98
24.,57,PREVC Domen,SLO,83.5,105.0,,18.0,17.5,,18.0,17.5,,,,,,,,,,,17.5,,14,116.4,9.,83.3,92.5,,14.5,15.0,,16.0,16.0,,,,,,,,,,,16.0,,14,88.4,27.,204.8,109,98
25.,46,GEIGER Karl,GER,84.1,107.0,,19.0,18.0,,19.0,19.0,,,,,,,,,,,18.5,,14,119.6,6.,84.0,88.0,,16.0,16.0,,16.0,16.5,,,,,,,,,,,17.0,,14,85.1,29.,204.7,109,98
26.,27,BOYD-CLOWES Mackenzie,CAN,83.8,107.0,,18.5,18.5,,18.0,18.5,,,,,,,,,,,18.5,,14,117.5,8.,83.5,91.0,,16.5,17.0,,17.0,17.0,,,,,,,,,,,18.0,,14,86.7,28.,204.2,109,98
27.,33,SCHIFFNER Markus,AUT,83.6,100.5,,17.5,17.5,,17.0,17.0,,,,,,,,,,,17.5,,14,105.9,23.,83.7,97.0,,17.5,17.5,,17.5,17.0,,,,,,,,,,,18.0,,14,97.7,22.,203.6,109,98
28.,18,LARINTO Ville,FIN,83.9,99.0,,17.5,18.0,,17.5,17.5,,,,,,,,,,,17.5,,14,98.3,30.,83.5,99.0,,17.5,18.0,,17.5,17.5,,,,,,,,,,,17.5,,14,100.2,19.,198.5,109,98
29.,32,JANDA Jakub,CZE,83.5,99.5,,18.0,17.0,,17.5,17.5,,,,,,,,,,,17.0,,14,102.0,27.,83.0,92.5,,17.0,17.5,,17.0,17.0,,,,,,,,,,,17.5,,14,92.6,26.,194.6,109,98
30.,12,NURMSALU Kaarel,EST,83.4,107.0,,18.5,18.5,,18.5,18.0,,,,,,,,,,,17.5,,14,114.0,12.,83.8,85.5,,15.0,15.0,,14.5,16.0,,,,,,,,,,,14.5,,14,75.3,30.,189.3,109,98
1.,49,KRAFT Stefan,AUT,82.9,99.5,19.0,,,19.0,19.0,,19.0,,,,,,,,,18.5,,,11,135.8,1.,82.8,98.0,19.0,,,19.0,19.0,,19.0,,,,,,,,,19.0,,,11,135.0,3.,270.8,100,90
2.,45,WELLINGER Andreas,GER,83.0,96.5,18.5,,,18.5,18.5,,18.5,,,,,,,,,18.5,,,11,131.5,2.,83.1,100.0,19.0,,,18.5,19.0,,18.5,,,,,,,,,19.0,,,11,137.2,1.,268.7,100,90
3.,42,EISENBICHLER Markus,GER,82.9,95.0,17.5,,,18.0,17.5,,18.0,,,,,,,,,18.0,,,11,128.3,6.,83.0,100.5,18.0,,,18.0,18.5,,18.0,,,,,,,,,18.5,,,11,135.3,2.,263.6,100,90
