uvrstitev,startna_st,name,state,velocity_1,distance_1,SLO_1,GER_1,AUT_1,POL_1,JPN_1,NOR_1,FIN_1,CAN_1,KAZ_1,ITA_1,FRA_1,RUS_1,CZE_1,SUI_1,ROU_1,USA_1,KOR_1,SWE_1,gate_1,tocke_1,mesto_1,velocity_2,distance_2,SLO_2,GER_2,AUT_2,POL_2,JPN_2,NOR_2,FIN_2,CAN_2,KAZ_2,ITA_2,FRA_2,RUS_2,CZE_2,SUI_2,ROU_2,USA_2,KOR_2,SWE_2,gate_2,tocke_2,mesto_2,tocke,hill_size,k_point 
28.,38,LOITZL Wolfgang,AUT,87.5,121.5,18.5,18.0,,,,18.5,18.0,,,,,,,,,,,17.5,4,95.6,29.,87.2,119.5,17.0,17.5,,,,18.0,18.0,,,,,,,,,,,17.5,4,92.2,27.,187.8,142,120
29.,20,HAUER Joachim,NOR,85.2,126.0,17.0,18.0,,,,18.0,17.5,,,,,,,,,,,17.5,4,100.8,24.,86.4,109.5,16.5,16.5,,,,16.0,16.5,,,,,,,,,,,16.5,4,72.8,29.,173.6,142,120
30.,48,LANISEK Anze,SLO,87.0,120.5,17.0,17.0,,,,16.5,17.0,,,,,,,,,,,16.5,4,90.0,30.,87.0,118.5,5.0,5.5,,,,6.0,6.0,,,,,,,,,,,7.0,4,54.3,30.,144.3,142,120
1.,35,SCHLIERENZAUER Gregor,AUT,95.0,127.5,,18.0,,18.0,,18.5,,,,,,18.0,,18.0,,,,,13,133.7,1.,95.0,138.5,,18.5,,19.5,,19.0,,,,,,19.5,,18.5,,,,,14,169.0,1.,302.7,138,123
2.,47,FANNEMEL Anders,NOR,94.4,132.5,,18.5,,18.0,,19.0,,,,,,18.5,,18.5,,,,,12,132.1,2.,95.8,139.5,,18.5,,19.0,,19.0,,,,,,19.0,,17.0,,,,,15,167.7,2.,299.8,138,123
3.,44,HAYBOECK Michael,AUT,94.6,123.5,,18.0,,17.5,,18.0,,,,,,17.5,,18.0,,,,,12,128.9,4.,95.9,141.0,,19.0,,18.5,,17.5,,,,,,19.0,,19.0,,,,,15,165.1,4.,294.0,138,123
4.,42,ITO Daiki,JPN,94.2,125.5,,18.0,,17.5,,18.0,,,,,,17.5,,18.0,,,,,12,130.4,3.,95.6,138.0,,18.5,,19.0,,19.0,,,,,,19.0,,18.5,,,,,15,161.6,5.,292.0,138,123
5.,46,PREVC Peter,SLO,93.8,125.0,,17.5,,18.0,,18.0,,,,,,17.5,,18.0,,,,,12,124.0,11.,95.3,137.0,,19.0,,19.0,,19.0,,,,,,19.5,,18.5,,,,,15,166.3,3.,290.3,138,123
6.,43,FREUND Severin,GER,94.1,124.5,,18.0,,17.5,,19.0,,,,,,17.5,,18.0,,,,,12,122.3,18.,95.4,128.5,,18.5,,18.5,,19.0,,,,,,18.5,,18.5,,,,,15,157.2,6.,279.5,138,123
7.,40,BARDAL Anders,NOR,95.8,127.5,,17.5,,17.5,,17.5,,,,,,17.5,,17.5,,,,,15,122.4,17.,95.5,131.0,,19.0,,18.5,,18.5,,,,,,18.5,,18.5,,,,,15,154.4,7.,276.8,138,123
8.,34,DAMJAN Jernej,SLO,94.1,122.0,,17.5,,17.5,,18.0,,,,,,17.0,,17.5,,,,,13,124.6,9.,95.1,129.5,,18.5,,18.0,,19.0,,,,,,18.5,,17.5,,,,,15,151.6,8.,276.2,138,123
9.,19,BRESADOLA Davide,ITA,93.3,133.0,,18.0,,18.0,,18.5,,,,,,18.0,,18.5,,,,,12,128.7,5.,95.1,133.0,,18.5,,18.0,,18.5,,,,,,18.5,,18.5,,,,,15,147.4,12.,276.1,138,123
10.,31,KRANJEC Robert,SLO,96.1,129.0,,18.0,,18.5,,18.5,,,,,,18.0,,18.5,,,,,15,124.1,10.,95.8,126.0,,18.0,,18.0,,18.5,,,,,,17.5,,18.0,,,,,15,149.8,10.,273.9,138,123
11.,48,KOUDELKA Roman,CZE,93.8,123.5,,18.0,,17.5,,18.0,,,,,,17.5,,18.0,,,,,12,125.6,6.,95.5,128.5,,17.5,,17.5,,18.0,,,,,,17.5,,17.5,,,,,15,146.0,14.,271.6,138,123
12.,49,KASAI Noriaki,JPN,94.3,118.5,,17.0,,17.0,,17.0,,,,,,17.0,,17.0,,,,,12,118.6,28.,95.7,127.5,,18.0,,18.0,,18.5,,,,,,18.0,,18.5,,,,,15,151.3,9.,269.9,138,123
13.,24,PUNGERTAR Matjaz,SLO,95.0,121.5,,17.0,,17.0,,17.5,,,,,,17.0,,17.5,,,,,13,119.9,23.,96.1,123.0,,18.5,,17.5,,18.0,,,,,,17.5,,18.0,,,,,15,149.5,11.,269.4,138,123
14.,33,KRAUS Marinus,GER,95.1,131.0,,18.0,,17.5,,18.5,,,,,,17.5,,18.5,,,,,15,122.6,16.,94.8,128.0,,18.0,,18.0,,18.5,,,,,,18.0,,18.0,,,,,15,145.2,15.,267.8,138,123
15.,4,STJERNEN Andreas,NOR,93.4,124.0,,17.5,,17.5,,17.5,,,,,,17.5,,18.0,,,,,10,123.1,14.,96.0,128.5,,18.0,,18.0,,18.5,,,,,,17.5,,18.5,,,,,15,143.7,17.,266.8,138,123
16.,22,BOYARINTSEV Vladislav,RUS,93.8,124.0,,17.5,,17.5,,17.5,,,,,,17.5,,17.5,,,,,12,123.6,12.,95.3,125.0,,18.0,,17.5,,17.5,,,,,,18.0,,17.5,,,,,15,142.4,18.,266.0,138,123
17.,45,KRAFT Stefan,AUT,93.9,123.0,,18.0,,17.5,,17.5,,,,,,17.5,,18.0,,,,,12,119.1,25.,95.2,123.5,,18.0,,17.5,,18.0,,,,,,18.0,,17.5,,,,,15,146.3,13.,265.4,138,123
18.,37,ASIKAINEN Lauri,FIN,94.4,121.5,,17.0,,17.5,,17.5,,,,,,17.0,,17.5,,,,,13,120.1,22.,95.4,124.0,,18.0,,17.5,,17.5,,,,,,17.5,,18.0,,,,,15,145.1,16.,265.2,138,123
19.,17,ZIOBRO Jan,POL,93.4,129.5,,18.0,,18.0,,18.5,,,,,,18.0,,18.0,,,,,12,125.2,8.,95.0,121.0,,17.5,,17.5,,17.5,,,,,,17.0,,17.0,,,,,15,139.1,19.,264.3,138,123
20.,14,DEZMAN Nejc,SLO,94.0,131.0,,18.0,,18.0,,18.5,,,,,,18.5,,18.5,,,,,12,123.6,12.,95.7,125.5,,18.0,,18.0,,18.0,,,,,,18.0,,18.0,,,,,15,138.9,20.,262.5,138,123
21.,5,MURANKA Klemens,POL,93.4,128.0,,18.0,,17.5,,18.0,,,,,,18.0,,18.5,,,,,12,121.9,19.,95.2,123.0,,17.5,,17.5,,17.5,,,,,,17.5,,17.5,,,,,15,138.6,21.,260.5,138,123
22.,21,HAUER Joachim,NOR,93.5,127.5,,18.0,,17.0,,17.5,,,,,,17.5,,18.0,,,,,12,125.5,7.,94.8,125.5,,17.5,,17.5,,17.5,,,,,,17.5,,17.5,,,,,15,134.3,25.,259.8,138,123
23.,11,TEPES Jurij,SLO,94.1,130.5,,17.5,,18.0,,18.5,,,,,,18.0,,17.5,,,,,12,121.0,21.,96.1,121.5,,17.0,,17.5,,17.5,,,,,,17.5,,17.5,,,,,15,135.9,24.,256.9,138,123
24.,3,GANGNES Kenneth,NOR,93.1,123.0,,17.0,,17.0,,17.5,,,,,,17.0,,17.5,,,,,10,119.1,25.,95.8,121.0,,16.5,,16.5,,17.5,,,,,,17.0,,16.5,,,,,15,136.8,23.,255.9,138,123
26.,2,JOHANSSON Robert,NOR,92.6,123.5,,16.5,,17.0,,17.0,,,,,,17.0,,17.5,,,,,10,119.0,27.,95.5,121.5,,17.0,,17.0,,17.0,,,,,,17.0,,17.0,,,,,15,132.9,26.,251.9,138,123
27.,9,ZOGRAFSKI Vladimir,BUL,93.3,128.5,,17.0,,17.0,,18.0,,,,,,18.0,,17.5,,,,,12,118.3,29.,94.8,120.5,,17.0,,16.5,,17.5,,,,,,17.0,,17.5,,,,,15,132.9,26.,251.2,138,123
28.,13,KOBAYASHI Junshiro,JPN,93.2,139.0,,11.0,,11.0,,12.0,,,,,,12.0,,12.0,,,,,12,112.6,39.,94.7,127.5,,18.0,,18.0,,18.0,,,,,,17.5,,18.0,,,,,15,138.5,22.,251.1,138,123
29.,12,ZNISZCZOL Aleksander,POL,93.7,132.5,,18.5,,18.5,,19.0,,,,,,18.5,,18.5,,,,,12,121.6,20.,95.4,119.0,,17.5,,17.0,,17.0,,,,,,17.0,,17.0,,,,,15,128.5,30.,250.1,138,123
30.,20,HILDE Tom,NOR,94.2,126.0,,17.5,,17.5,,18.0,,,,,,17.0,,17.5,,,,,12,118.1,30.,95.7,118.5,,16.5,,16.5,,17.0,,,,,,17.0,,15.5,,,,,15,130.0,29.,248.1,138,123
31.,6,DIETHART Thomas,AUT,93.7,128.0,,18.5,,17.5,,18.5,,,,,,18.0,,18.0,,,,,12,119.3,24.,95.4,117.5,,17.0,,17.5,,17.0,,,,,,17.0,,17.0,,,,,15,125.8,31.,245.1,138,123
1.,50,FANNEMEL Anders,NOR,89.5,132.0,,18.5,,,18.0,18.5,,,19.0,,,19.0,,,,,,,11,127.4,1.,89.5,133.0,,19.0,,,19.0,19.0,,,18.5,,,19.0,,,,,,,11,135.7,1.,263.1,134,120
2.,46,SCHLIERENZAUER Gregor,AUT,89.1,129.0,,18.5,,,18.5,18.5,,,18.5,,,18.0,,,,,,,10,124.7,3.,89.6,133.0,,18.5,,,19.0,18.5,,,19.0,,,19.0,,,,,,,11,132.6,2.,257.3,134,120
3.,47,FREUND Severin,GER,89.0,130.5,,18.5,,,18.0,18.5,,,18.5,,,18.0,,,,,,,11,124.8,2.,88.9,127.0,,19.0,,,18.5,18.0,,,18.0,,,18.5,,,,,,,10,130.1,4.,254.9,134,120
4.,45,KRAFT Stefan,AUT,89.2,130.5,,19.0,,,18.5,18.5,,,18.5,,,19.0,,,,,,,11,123.2,4.,89.2,130.0,,19.0,,,19.0,19.0,,,18.5,,,18.5,,,,,,,11,131.2,3.,254.4,134,120
5.,49,PREVC Peter,SLO,89.5,127.0,,19.0,,,18.5,18.5,,,18.5,,,18.5,,,,,,,11,118.3,6.,89.7,124.5,,17.5,,,18.0,18.5,,,18.0,,,18.0,,,,,,,11,121.7,8.,240.0,134,120
6.,44,BARDAL Anders,NOR,89.4,126.5,,18.0,,,18.0,17.5,,,18.0,,,17.5,,,,,,,11,114.1,9.,89.8,127.0,,18.5,,,18.5,18.5,,,18.0,,,18.0,,,,,,,11,124.8,5.,238.9,134,120
7.,32,PUNGERTAR Matjaz,SLO,89.7,130.0,,18.5,,,18.0,18.5,,,18.5,,,18.0,,,,,,,11,118.1,7.,89.9,127.0,,18.0,,,18.0,18.0,,,18.0,,,18.5,,,,,,,11,120.1,9.,238.2,134,120
8.,41,KRAUS Marinus,GER,89.1,130.0,,18.0,,,18.0,17.0,,,17.5,,,17.5,,,,,,,11,120.3,5.,89.5,125.5,,17.0,,,17.5,17.0,,,18.0,,,17.0,,,,,,,11,117.1,15.,237.4,134,120
9.,48,HAYBOECK Michael,AUT,89.9,124.0,,17.5,,,17.5,17.5,,,18.0,,,17.5,,,,,,,11,111.7,12.,89.9,128.0,,18.0,,,18.0,18.0,,,18.0,,,18.0,,,,,,,11,122.7,6.,234.4,134,120
10.,36,ZYLA Piotr,POL,88.7,125.5,,18.0,,,18.0,18.0,,,18.0,,,18.0,,,,,,,11,113.0,10.,88.9,126.0,,17.0,,,18.0,17.0,,,17.5,,,17.5,,,,,,,11,119.0,10.,232.0,134,120
11.,39,KRANJEC Robert,SLO,89.1,123.5,,17.5,,,18.0,17.5,,,18.0,,,18.0,,,,,,,11,108.9,14.,89.6,125.0,,17.5,,,18.0,18.0,,,18.0,,,18.0,,,,,,,11,122.3,7.,231.2,134,120
12.,40,DAMJAN Jernej,SLO,88.6,125.0,,18.0,,,18.0,18.0,,,18.0,,,18.0,,,,,,,11,113.0,10.,88.9,122.5,,18.0,,,18.0,18.5,,,17.5,,,17.5,,,,,,,11,117.4,13.,230.4,134,120
13.,42,ASIKAINEN Lauri,FIN,88.6,129.5,,18.0,,,18.0,18.0,,,18.0,,,17.5,,,,,,,11,116.8,8.,88.9,120.0,,17.0,,,17.5,17.5,,,17.5,,,17.0,,,,,,,11,112.5,22.,229.3,134,120
14.,43,EISENBICHLER Markus,GER,88.9,124.5,,17.5,,,18.0,17.0,,,17.5,,,17.5,,,,,,,11,109.6,13.,89.0,124.0,,17.5,,,17.5,17.5,,,17.0,,,17.5,,,,,,,11,116.6,16.,226.2,134,120
14.,38,VELTA Rune,NOR,88.7,123.0,,17.0,,,17.0,17.0,,,17.0,,,17.5,,,,,,,11,107.6,17.,88.8,124.0,,18.0,,,18.0,18.5,,,17.5,,,18.0,,,,,,,11,118.6,12.,226.2,134,120
16.,33,BOYARINTSEV Vladislav,RUS,88.8,125.0,,17.5,,,17.5,17.0,,,18.0,,,17.5,,,,,,,11,107.0,18.,89.2,124.0,,18.0,,,18.0,17.5,,,17.5,,,18.0,,,,,,,11,117.4,13.,224.4,134,120
17.,6,VASSILIEV Dimitry,RUS,89.2,124.0,,16.0,,,16.5,16.0,,,17.0,,,17.0,,,,,,,10,108.8,15.,89.6,125.0,,14.5,,,15.5,14.5,,,16.0,,,16.0,,,,,,,11,113.4,19.,222.2,134,120
18.,31,NEUMAYER Michael,GER,89.7,125.5,,17.5,,,17.5,17.5,,,17.5,,,17.5,,,,,,,11,107.9,16.,89.8,124.0,,17.0,,,17.0,16.5,,,17.0,,,17.5,,,,,,,11,113.3,20.,221.2,134,120
19.,21,TANDE Daniel Andre,NOR,89.5,117.5,,17.5,,,17.0,17.0,,,17.5,,,17.0,,,,,,,11,102.0,28.,89.6,125.5,,17.5,,,18.0,18.0,,,18.0,,,18.0,,,,,,,11,119.0,10.,221.0,134,120
20.,35,MATURA Jan,CZE,88.8,121.5,,17.5,,,18.0,18.0,,,18.0,,,17.5,,,,,,,11,107.0,18.,89.4,121.0,,17.5,,,18.0,18.0,,,17.5,,,17.5,,,,,,,11,113.3,20.,220.3,134,120
21.,17,JANDA Jakub,CZE,89.1,118.0,,17.5,,,17.5,17.0,,,17.5,,,17.0,,,,,,,10,104.6,20.,89.6,122.0,,18.0,,,17.5,18.5,,,17.5,,,17.5,,,,,,,11,114.0,18.,218.6,134,120
22.,23,TEPES Jurij,SLO,89.5,118.0,,17.5,,,17.5,17.5,,,17.5,,,17.0,,,,,,,11,102.1,26.,89.2,122.0,,17.5,,,17.5,17.5,,,17.5,,,17.5,,,,,,,11,114.9,17.,217.0,134,120
23.,11,KUBACKI Dawid,POL,89.0,117.5,,17.5,,,17.5,17.0,,,17.5,,,17.0,,,,,,,10,103.7,24.,89.1,121.5,,17.5,,,18.0,17.5,,,17.5,,,17.5,,,,,,,11,111.8,23.,215.5,134,120
24.,28,WANK Andreas,GER,89.7,121.0,,16.5,,,16.5,16.5,,,17.0,,,17.0,,,,,,,11,104.0,22.,89.8,121.5,,15.5,,,17.0,16.5,,,16.5,,,16.5,,,,,,,11,110.1,24.,214.1,134,120
25.,16,TOCHIMOTO Shohei,JPN,88.3,116.5,,17.0,,,17.0,17.5,,,17.0,,,17.0,,,,,,,10,101.4,30.,88.4,121.5,,17.5,,,17.5,18.0,,,18.0,,,17.5,,,,,,,11,109.4,25.,210.8,134,120
26.,18,KOT Maciej,POL,89.1,116.0,,16.0,,,17.5,17.0,,,17.5,,,17.0,,,,,,,10,102.3,25.,89.3,118.5,,17.0,,,17.0,17.0,,,17.5,,,17.0,,,,,,,11,106.0,26.,208.3,134,120
27.,34,MAEAETTAE Jarkko,FIN,89.2,122.0,,17.0,,,17.5,17.0,,,17.5,,,17.5,,,,,,,11,104.6,20.,89.1,116.5,,16.5,,,17.0,16.5,,,17.0,,,17.0,,,,,,,11,101.4,28.,206.0,134,120
28.,9,SAKUYAMA Kento,JPN,88.4,119.0,,17.0,,,17.5,17.5,,,17.0,,,17.0,,,,,,,10,103.8,23.,88.9,117.0,,15.0,,,16.0,16.0,,,16.0,,,16.5,,,,,,,11,101.5,27.,205.3,134,120
29.,20,HAZETDINOV Ilmir,RUS,89.3,118.5,,17.5,,,17.5,17.0,,,17.5,,,17.5,,,,,,,11,102.0,28.,89.0,115.5,,17.5,,,17.5,17.0,,,17.0,,,17.0,,,,,,,11,99.8,29.,201.8,134,120
30.,4,ROMASHOV Alexey,RUS,88.0,119.0,,17.5,,,17.5,17.5,,,17.5,,,17.5,,,,,,,10,102.1,26.,87.9,106.0,,17.0,,,17.0,16.5,,,16.5,,,16.5,,,,,,,11,80.8,30.,182.9,134,120
1.,28,FREITAG Richard,GER,93.2,128.5,,18.0,,,,,18.5,,,,,,18.0,18.0,,,,,15,134.6,4.,92.5,135.5,,19.0,,,,,19.0,,,,,,18.5,19.0,,,,,13,143.1,2.,277.7,137,125
2.,45,KOUDELKA Roman,CZE,93.4,128.0,,18.5,,,,,18.0,,,,,,18.5,18.0,,,,,15,134.9,3.,92.4,136.5,,19.0,,,,,19.0,,,,,,19.0,19.0,,,,,13,142.2,3.,277.1,137,125
3.,47,HAYBOECK Michael,AUT,93.9,133.5,,19.0,,,,,19.0,,,,,,18.5,19.0,,,,,15,140.5,1.,93.2,131.0,,19.0,,,,,18.5,,,,,,19.0,18.5,,,,,13,135.7,9.,276.2,137,125
3.,38,DAMJAN Jernej,SLO,92.6,131.5,,17.5,,,,,18.0,,,,,,16.5,18.0,,,,,15,134.4,5.,92.0,135.0,,18.0,,,,,18.5,,,,,,18.5,18.0,,,,,13,141.8,4.,276.2,137,125
5.,48,PREVC Peter,SLO,92.9,132.0,,18.5,,,,,18.5,,,,,,18.5,18.5,,,,,15,137.9,2.,92.0,133.5,,18.5,,,,,18.5,,,,,,18.5,18.5,,,,,13,136.9,8.,274.8,137,125
6.,43,KRAFT Stefan,AUT,92.9,126.5,,18.0,,,,,18.0,,,,,,18.5,18.0,,,,,15,127.7,12.,93.3,140.0,,19.0,,,,,19.0,,,,,,18.5,19.5,,,,,15,145.7,1.,273.4,137,125
7.,49,FREUND Severin,GER,93.0,127.5,,18.5,,,,,18.0,,,,,,18.5,18.0,,,,,15,131.0,7.,92.5,134.5,,18.5,,,,,19.0,,,,,,18.5,19.0,,,,,13,141.7,5.,272.7,137,125
8.,40,EISENBICHLER Markus,GER,92.8,127.5,,18.0,,,,,18.0,,,,,,17.5,18.0,,,,,15,129.6,10.,92.6,136.5,,18.5,,,,,19.0,,,,,,18.5,19.0,,,,,14,138.4,7.,268.0,137,125
9.,44,AMMANN Simon,SUI,93.4,125.5,,17.0,,,,,17.0,,,,,,16.5,17.5,,,,,15,125.6,15.,93.2,139.5,,16.5,,,,,16.5,,,,,,17.0,17.0,,,,,15,140.1,6.,265.7,137,125
10.,39,VELTA Rune,NOR,92.9,128.5,,18.0,,,,,17.5,,,,,,17.5,18.0,,,,,15,130.2,9.,92.4,135.0,,18.5,,,,,19.0,,,,,,18.5,18.5,,,,,14,134.0,10.,264.2,137,125
11.,5,SJOEEN Phillip,NOR,93.6,131.0,,18.0,,,,,18.0,,,,,,18.0,17.5,,,,,15,128.7,11.,93.3,134.0,,18.5,,,,,18.0,,,,,,18.0,18.5,,,,,15,131.2,11.,259.9,137,125
12.,6,FORFANG Johann Andre,NOR,93.4,133.5,,17.0,,,,,18.5,,,,,,17.5,18.0,,,,,15,133.8,6.,92.3,125.0,,17.5,,,,,17.5,,,,,,17.5,17.0,,,,,13,123.4,18.,257.2,137,125
13.,19,DEZMAN Nejc,SLO,93.7,127.5,,17.5,,,,,17.5,,,,,,17.5,18.0,,,,,15,124.9,16.,93.4,131.5,,18.5,,,,,18.0,,,,,,18.5,18.5,,,,,15,130.8,13.,255.7,137,125
13.,3,LEYHE Stephan,GER,93.6,135.0,,17.5,,,,,18.0,,,,,,17.0,17.5,,,,,15,130.7,8.,92.5,130.0,,18.0,,,,,18.5,,,,,,18.0,18.0,,,,,13,125.0,17.,255.7,137,125
15.,42,BARDAL Anders,NOR,93.4,128.0,,18.0,,,,,18.0,,,,,,18.5,18.0,,,,,15,127.1,13.,93.5,131.5,,18.5,,,,,18.5,,,,,,18.5,18.5,,,,,15,128.5,14.,255.6,137,125
16.,35,KRANJEC Robert,SLO,93.3,127.5,,18.0,,,,,18.0,,,,,,17.5,17.5,,,,,15,125.9,14.,93.1,129.5,,18.0,,,,,18.0,,,,,,18.0,18.5,,,,,15,122.8,19.,248.7,137,125
17.,10,DIETHART Thomas,AUT,93.4,119.5,,17.0,,,,,17.0,,,,,,16.5,16.5,,,,,15,116.9,28.,93.4,131.5,,18.5,,,,,18.5,,,,,,18.5,18.5,,,,,15,131.2,11.,248.1,137,125
18.,23,DESCOMBES SEVOIE Vincent,FRA,93.4,123.5,,16.5,,,,,17.0,,,,,,16.5,16.5,,,,,15,118.3,26.,93.0,130.0,,17.0,,,,,16.5,,,,,,17.5,17.5,,,,,15,126.6,15.,244.9,137,125
19.,13,SAKUYAMA Kento,JPN,92.9,123.0,,17.0,,,,,17.0,,,,,,16.5,17.0,,,,,15,121.9,17.,92.8,127.0,,18.0,,,,,18.0,,,,,,17.5,18.0,,,,,15,122.6,21.,244.5,137,125
20.,20,ZIOBRO Jan,POL,92.7,125.0,,17.0,,,,,17.0,,,,,,17.0,17.0,,,,,15,120.7,19.,92.7,129.0,,18.5,,,,,18.0,,,,,,17.5,18.0,,,,,15,122.7,20.,243.4,137,125
21.,50,FANNEMEL Anders,NOR,92.9,124.5,,18.0,,,,,17.5,,,,,,18.5,17.5,,,,,15,120.3,21.,92.9,128.0,,18.0,,,,,18.0,,,,,,18.0,18.0,,,,,15,121.8,22.,242.1,137,125
22.,41,KRAUS Marinus,GER,93.3,122.5,,17.5,,,,,17.5,,,,,,17.5,17.5,,,,,15,116.3,30.,93.4,128.0,,18.0,,,,,17.0,,,,,,17.5,17.5,,,,,15,125.1,16.,241.4,137,125
23.,46,SCHLIERENZAUER Gregor,AUT,93.4,124.0,,17.5,,,,,17.0,,,,,,17.5,17.5,,,,,15,119.2,24.,92.9,125.5,,17.5,,,,,17.5,,,,,,17.5,17.5,,,,,14,120.7,23.,239.9,137,125
24.,33,ZYLA Piotr,POL,93.1,125.0,,17.5,,,,,17.0,,,,,,17.0,17.5,,,,,15,119.4,23.,92.8,127.5,,18.0,,,,,17.5,,,,,,17.5,17.5,,,,,15,120.4,24.,239.8,137,125
25.,25,WANK Andreas,GER,94.1,127.5,,18.0,,,,,17.0,,,,,,17.5,17.0,,,,,15,120.9,18.,93.9,126.0,,18.0,,,,,17.5,,,,,,18.0,17.5,,,,,15,118.3,25.,239.2,137,125
26.,17,KOIVURANTA Anssi,FIN,93.7,124.5,,17.0,,,,,18.0,,,,,,17.5,17.0,,,,,15,119.8,22.,93.6,126.5,,16.5,,,,,18.0,,,,,,17.0,17.5,,,,,15,116.5,27.,236.3,137,125
27.,14,HAZETDINOV Ilmir,RUS,93.5,121.5,,17.0,,,,,17.0,,,,,,17.0,16.5,,,,,15,118.3,26.,93.4,125.5,,18.0,,,,,17.5,,,,,,18.0,17.5,,,,,15,117.2,26.,235.5,137,125
28.,16,KUBACKI Dawid,POL,93.4,121.0,,17.0,,,,,17.0,,,,,,17.0,17.0,,,,,15,116.5,29.,93.3,120.5,,17.0,,,,,17.0,,,,,,17.0,17.0,,,,,15,110.9,28.,227.4,137,125
29.,36,PUNGERTAR Matjaz,SLO,93.4,123.0,,17.0,,,,,17.0,,,,,,17.0,17.0,,,,,15,118.9,25.,93.6,120.0,,17.0,,,,,17.0,,,,,,17.0,17.0,,,,,15,107.5,29.,226.4,137,125
30.,27,TANDE Daniel Andre,NOR,93.5,124.0,,17.5,,,,,17.5,,,,,,18.0,17.5,,,,,15,120.4,20.,93.6,120.0,,17.0,,,,,17.5,,,,,,18.5,17.0,,,,,15,103.6,30.,224.0,137,125
1.,72,KOUDELKA Roman,CZE,92.4,135.5,,19.0,,,,,19.0,,,,,,19.0,19.0,,,,,12,144.3,1.,92.6,138.5,,19.5,,,,,19.5,,,,,,19.5,19.0,,,,,12,145.3,1.,289.6,137,125
2.,70,AMMANN Simon,SUI,92.8,134.0,,18.0,,,,,18.0,,,,,,19.0,18.0,,,,,12,142.1,3.,93.0,136.5,,17.5,,,,,18.0,,,,,,18.0,18.5,,,,,12,142.3,2.,284.4,137,125
3.,73,HAYBOECK Michael,AUT,93.1,135.5,,19.0,,,,,19.5,,,,,,19.0,19.0,,,,,12,142.6,2.,93.2,134.5,,19.0,,,,,19.5,,,,,,19.0,19.0,,,,,12,139.8,3.,282.4,137,125
4.,66,DAMJAN Jernej,SLO,91.9,129.5,,18.0,,,,,18.0,,,,,,18.5,18.0,,,,,12,132.5,13.,91.9,133.0,,17.5,,,,,18.5,,,,,,18.5,18.5,,,,,12,134.4,4.,266.9,137,125
5.,63,FREITAG Richard,GER,92.4,131.0,,18.5,,,,,18.5,,,,,,18.5,18.0,,,,,12,136.4,8.,92.6,130.5,,18.5,,,,,18.5,,,,,,18.5,18.5,,,,,12,130.4,6.,266.8,137,125
6.,65,EISENBICHLER Markus,GER,92.1,132.5,,18.5,,,,,19.0,,,,,,18.5,18.5,,,,,12,140.8,4.,92.2,127.5,,18.0,,,,,18.5,,,,,,18.5,18.0,,,,,12,123.7,17.,264.5,137,125
7.,59,PUNGERTAR Matjaz,SLO,92.4,138.5,,18.5,,,,,19.5,,,,,,18.5,19.0,,,,,12,140.7,5.,92.8,128.5,,18.0,,,,,18.5,,,,,,18.0,18.0,,,,,12,123.5,18.,264.2,137,125
8.,75,FANNEMEL Anders,NOR,92.3,135.5,,16.0,,,,,17.5,,,,,,16.5,17.0,,,,,12,134.1,10.,92.5,130.0,,18.0,,,,,18.5,,,,,,18.5,18.5,,,,,12,130.0,7.,264.1,137,125
9.,69,KRAFT Stefan,AUT,92.5,130.5,,18.5,,,,,18.0,,,,,,18.5,18.0,,,,,12,137.4,6.,92.5,128.0,,18.0,,,,,18.5,,,,,,18.5,18.0,,,,,12,124.2,14.,261.6,137,125
10.,74,FREUND Severin,GER,92.2,133.0,,18.5,,,,,17.5,,,,,,18.0,18.0,,,,,12,134.5,9.,92.4,128.0,,18.0,,,,,18.5,,,,,,18.5,18.5,,,,,12,127.0,10.,261.5,137,125
11.,68,SCHLIERENZAUER Gregor,AUT,92.6,128.5,,18.5,,,,,17.5,,,,,,18.0,18.0,,,,,12,131.1,14.,92.4,130.0,,18.0,,,,,18.5,,,,,,17.5,18.0,,,,,12,128.7,8.,259.8,137,125
12.,71,PREVC Peter,SLO,92.3,128.5,,18.0,,,,,18.0,,,,,,18.5,17.5,,,,,12,128.4,16.,92.4,131.0,,18.5,,,,,18.5,,,,,,18.5,18.0,,,,,12,130.7,5.,259.1,137,125
13.,67,BARDAL Anders,NOR,92.9,129.0,,18.5,,,,,18.0,,,,,,18.5,18.0,,,,,12,133.2,11.,92.8,128.5,,18.5,,,,,18.0,,,,,,18.5,18.0,,,,,12,125.8,13.,259.0,137,125
14.,61,KRANJEC Robert,SLO,92.3,130.0,,18.0,,,,,18.0,,,,,,18.0,18.0,,,,,12,128.7,15.,92.5,131.0,,17.5,,,,,17.5,,,,,,15.0,16.5,,,,,12,127.1,9.,255.8,137,125
15.,57,ZYLA Piotr,POL,92.2,138.0,,19.0,,,,,19.0,,,,,,18.5,19.0,,,,,13,136.6,7.,92.1,123.5,,18.0,,,,,17.5,,,,,,18.0,17.5,,,,,12,116.3,26.,252.9,137,125
16.,53,NEUMAYER Michael,GER,93.2,128.5,,17.5,,,,,17.5,,,,,,17.5,17.5,,,,,13,125.5,18.,93.0,129.5,,18.0,,,,,17.5,,,,,,17.0,18.0,,,,,12,126.9,11.,252.4,137,125
